date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m�),PAR (�mol/m�/s),max. PAR (�mol/m�/s),Tlog (degC),OT
2020-02-05 11:40:00,1005.99,2.69,275.38,-2.77,67.14,7.42,4.98,2.44,3.08,4.95,1268.04,1.44,3.45,6.07,0.0,0.0,227.57,445.56,889.38,13.02,421.1
2020-02-05 11:50:00,1006.01,2.46,275.15,-3.14,66.38,7.3,4.84,2.45,3.0,4.81,1269.18,2.5,5.65,32.48,0.0,0.0,209.66,414.29,982.62,13.14,420.9
2020-02-05 12:00:00,1006.1,2.34,275.02,-3.37,65.8,7.23,4.76,2.47,2.95,4.73,1269.9,3.55,6.93,19.44,0.0,0.0,348.09,656.18,825.87,13.26,420.7
2020-02-05 12:10:00,1006.21,2.61,275.28,-3.37,64.54,7.37,4.76,2.61,2.95,4.73,1268.8,3.51,6.59,20.42,0.0,0.0,413.68,770.08,935.13,13.32,420.7
2020-02-05 12:20:00,1006.25,2.78,275.44,-3.04,65.37,7.46,4.88,2.58,3.02,4.85,1268.03,2.18,4.69,27.6,0.0,0.0,209.05,411.97,945.37,13.32,420.9
2020-02-05 12:30:00,1006.24,2.66,275.33,-3.22,65.01,7.4,4.81,2.59,2.98,4.78,1268.57,2.32,5.81,11.19,0.0,0.0,310.87,600.58,992.28,13.36,420.7
2020-02-05 12:40:00,1006.24,2.58,275.25,-3.31,64.99,7.36,4.78,2.58,2.96,4.75,1268.98,3.76,7.17,22.17,0.0,0.0,175.25,350.19,929.73,13.43,420.7
2020-02-05 12:50:00,1006.3,2.64,275.3,-3.23,65.09,7.39,4.81,2.58,2.98,4.78,1268.76,4.01,9.01,24.26,0.0,0.0,426.76,803.67,944.01,13.47,420.5
2020-02-05 13:00:00,1006.49,2.71,275.36,-3.18,65.03,7.43,4.83,2.6,2.99,4.8,1268.67,2.59,7.13,17.99,0.0,0.0,333.4,641.31,968.53,13.49,420.2
2020-02-05 13:10:00,1006.62,3.02,275.66,-3.16,63.67,7.59,4.83,2.76,2.99,4.8,1267.38,3.79,7.45,28.31,0.0,0.0,275.45,534.94,934.75,13.5,420.4
2020-02-05 13:20:00,1006.8,2.69,275.32,-3.36,64.21,7.42,4.76,2.65,2.95,4.73,1269.16,3.38,6.53,17.23,0.0,0.0,268.21,525.68,855.02,13.53,420.3
2020-02-05 13:30:00,1006.83,2.86,275.49,-3.13,64.56,7.51,4.85,2.66,3.0,4.81,1268.38,2.62,5.17,18.85,0.0,0.0,257.75,504.44,871.62,13.56,420.2
2020-02-05 13:40:00,1006.73,2.81,275.44,-3.11,64.89,7.48,4.85,2.63,3.0,4.82,1268.5,2.87,5.13,23.87,0.0,0.0,300.8,582.62,751.35,13.57,420.2
2020-02-05 13:50:00,1006.72,2.97,275.6,-3.46,62.49,7.57,4.73,2.84,2.93,4.7,1267.8,2.49,4.97,21.41,0.0,0.0,209.46,424.71,722.2,13.61,420.2
2020-02-05 14:00:00,1006.72,3.08,275.71,-3.43,62.17,7.62,4.74,2.88,2.93,4.71,1267.31,2.12,3.89,19.13,0.0,0.0,372.64,708.69,744.79,13.69,420.1
2020-02-05 14:10:00,1006.81,3.52,276.14,-2.95,62.47,7.86,4.91,2.95,3.04,4.88,1265.33,1.55,4.85,348.1,0.0,0.0,265.59,521.24,738.03,13.81,420.4
2020-02-05 14:20:00,1006.75,3.47,276.1,-3.17,61.61,7.84,4.83,3.01,2.99,4.8,1265.49,2.09,3.89,3.69,0.0,0.0,321.33,612.55,627.99,14.03,419.8
2020-02-05 14:30:00,1006.69,3.89,276.52,-2.83,61.38,8.07,4.96,3.12,3.07,4.92,1263.45,1.2,3.16,312.3,0.0,0.0,301.61,579.34,596.33,14.31,419.9
2020-02-05 14:40:00,1006.67,4.3,276.94,-2.59,60.68,8.31,5.04,3.27,3.12,5.01,1261.5,1.62,3.32,301.0,0.0,0.0,245.27,477.8,575.29,14.65,419.8
2020-02-05 14:50:00,1006.67,4.2,276.83,-2.59,61.15,8.25,5.05,3.21,3.12,5.01,1261.97,2.15,3.89,280.9,0.0,0.0,254.73,489.19,522.01,15.04,419.4
2020-02-05 15:00:00,1006.63,4.32,276.95,-2.62,60.49,8.32,5.03,3.29,3.12,5.0,1261.39,1.64,2.72,298.5,0.0,0.0,245.67,469.5,490.15,15.42,419.4
2020-02-05 15:10:00,1006.69,4.75,277.38,-2.57,58.94,8.58,5.05,3.52,3.13,5.02,1259.51,1.5,3.2,330.1,0.0,0.0,226.76,434.94,450.19,15.75,419.9
2020-02-05 15:20:00,1006.72,4.59,277.21,-2.83,58.45,8.48,4.96,3.52,3.07,4.92,1260.33,2.08,4.13,285.8,0.0,0.0,208.45,399.42,414.48,16.05,419.5
2020-02-05 15:30:00,1006.69,4.47,277.1,-2.96,58.35,8.41,4.91,3.5,3.04,4.87,1260.85,1.51,3.36,283.4,0.0,0.0,189.74,362.35,382.05,16.31,419.7
2020-02-05 15:40:00,1006.66,4.49,277.12,-2.91,58.48,8.42,4.93,3.5,3.05,4.89,1260.7,1.46,2.64,337.1,0.0,0.0,167.0,319.69,341.31,16.52,419.8
2020-02-05 15:50:00,1006.58,4.62,277.26,-2.86,58.17,8.5,4.94,3.55,3.06,4.91,1260.01,0.98,2.2,278.4,0.0,0.0,144.06,272.39,294.4,16.7,419.9
2020-02-05 16:00:00,1006.58,4.74,277.38,-3.02,57.01,8.57,4.89,3.68,3.02,4.85,1259.5,1.15,2.02,301.7,0.0,0.0,123.74,229.34,252.12,16.84,420.0
2020-02-05 16:10:00,1006.67,4.46,277.09,-2.89,58.72,8.41,4.94,3.47,3.06,4.9,1260.83,1.01,2.74,298.4,0.0,0.0,103.02,186.68,206.56,16.96,419.9
2020-02-05 16:20:00,1006.8,4.09,276.72,-2.82,60.57,8.19,4.96,3.23,3.07,4.93,1262.65,1.37,2.4,247.9,0.0,0.0,84.31,147.68,166.02,17.07,420.0
2020-02-05 16:30:00,1006.85,3.91,276.53,-2.7,61.91,8.08,5.01,3.08,3.1,4.97,1263.54,0.52,1.36,291.5,0.0,0.0,61.37,109.46,127.8,17.16,420.8
2020-02-05 16:40:00,1006.81,3.48,276.1,-2.86,63.07,7.84,4.95,2.9,3.06,4.91,1265.51,1.08,2.84,274.5,0.0,0.0,36.22,75.68,90.93,17.22,420.0
2020-02-05 16:50:00,1006.91,3.03,275.64,-2.96,64.6,7.6,4.91,2.69,3.04,4.87,1267.69,1.0,1.6,224.6,0.0,0.0,10.66,43.05,50.19,17.23,420.0
2020-02-05 17:00:00,1006.93,2.69,275.31,-3.05,65.74,7.42,4.88,2.54,3.02,4.84,1269.28,0.82,1.24,229.9,0.0,0.0,6.84,30.12,36.29,17.16,419.9
2020-02-05 17:10:00,1006.93,2.46,275.07,-3.15,66.33,7.29,4.84,2.46,2.99,4.8,1270.38,1.47,2.12,236.6,0.0,0.0,3.82,17.95,23.55,17.0,419.9
2020-02-05 17:20:00,1006.9,2.26,274.88,-3.33,66.4,7.19,4.77,2.42,2.95,4.74,1271.29,1.24,1.94,249.9,0.0,0.0,0.8,7.72,12.16,16.74,419.8
2020-02-05 17:30:00,1006.93,2.15,274.76,-3.48,66.19,7.13,4.72,2.41,2.92,4.69,1271.87,1.39,2.48,237.7,0.0,0.0,0.0,2.32,4.44,16.42,419.9
2020-02-05 17:40:00,1006.98,1.9,274.51,-3.58,66.87,7.01,4.69,2.32,2.9,4.65,1273.11,1.61,2.04,249.9,0.0,0.0,0.0,0.0,1.35,16.05,420.1
2020-02-05 17:50:00,1007.07,1.91,274.51,-3.66,66.45,7.01,4.66,2.35,2.88,4.63,1273.19,1.54,2.06,225.4,0.0,0.0,0.0,0.0,0.0,15.66,420.3
2020-02-05 18:00:00,1007.15,1.61,274.21,-3.55,68.4,6.87,4.7,2.17,2.91,4.66,1274.62,1.09,1.6,243.9,0.0,0.0,0.0,0.0,0.0,15.27,421.3
2020-02-05 18:10:00,1007.16,1.65,274.25,-3.45,68.74,6.88,4.73,2.15,2.93,4.7,1274.45,1.24,2.04,232.0,0.0,0.0,0.0,0.0,0.0,14.89,422.2
2020-02-05 18:20:00,1007.24,1.5,274.1,-3.49,69.27,6.81,4.72,2.09,2.92,4.68,1275.24,1.05,1.98,240.7,0.0,0.0,0.0,0.0,0.0,14.54,422.6
2020-02-05 18:30:00,1007.13,1.58,274.18,-3.56,68.53,6.85,4.69,2.15,2.9,4.66,1274.78,0.63,1.0,227.1,0.0,0.0,0.0,0.0,0.0,14.21,422.8
2020-02-05 18:40:00,1007.02,1.22,273.83,-3.64,69.91,6.67,4.67,2.01,2.89,4.63,1276.3,0.58,0.96,207.2,0.0,0.0,0.0,0.0,0.0,13.92,423.3
2020-02-05 18:50:00,1006.95,0.9,273.52,-3.64,71.5,6.52,4.66,1.86,2.89,4.63,1277.7,1.03,1.6,230.5,0.0,0.0,0.0,0.0,0.0,13.66,423.8
2020-02-05 19:00:00,1007.01,1.08,273.69,-3.71,70.2,6.61,4.64,1.97,2.87,4.61,1276.95,0.57,1.0,225.7,0.0,0.0,0.0,0.0,0.0,13.42,424.3
2020-02-05 19:10:00,1007.06,0.81,273.42,-3.77,71.3,6.48,4.62,1.86,2.86,4.59,1278.3,0.66,1.28,219.8,0.0,0.0,0.0,0.0,0.0,13.21,425.7
2020-02-05 19:20:00,1007.07,0.44,273.05,-3.74,73.4,6.3,4.63,1.68,2.86,4.6,1280.04,1.35,1.8,215.5,0.0,0.0,0.0,0.0,0.0,13.01,427.0
2020-02-05 19:30:00,1007.01,0.38,273.0,-3.83,73.2,6.28,4.6,1.68,2.84,4.57,1280.23,1.2,1.76,218.2,0.0,0.0,0.0,0.0,0.0,12.83,426.7
2020-02-05 19:40:00,1007.09,-0.03,272.58,-3.87,75.2,6.1,4.58,1.51,2.84,4.55,1282.26,1.06,1.48,216.4,0.0,0.0,0.0,0.0,0.0,12.65,427.5
2020-02-05 19:50:00,1007.19,-0.23,272.37,-3.87,76.3,6.01,4.58,1.42,2.83,4.55,1283.35,1.2,1.6,213.5,0.0,0.0,0.0,0.0,0.0,12.49,428.1
2020-02-05 20:00:00,1007.26,-0.22,272.38,-3.69,77.3,6.01,4.65,1.36,2.87,4.61,1283.34,0.76,1.48,211.2,0.0,0.0,0.0,0.0,0.0,12.34,430.6
2020-02-05 20:10:00,1007.36,-0.28,272.31,-3.74,77.4,5.98,4.63,1.35,2.86,4.6,1283.78,0.46,0.98,189.6,0.0,0.0,0.0,0.0,0.0,12.19,429.8
2020-02-05 20:20:00,1007.51,-0.46,272.12,-3.83,77.8,5.91,4.6,1.31,2.84,4.56,1284.81,0.59,1.08,188.9,0.0,0.0,0.0,0.0,0.0,12.04,429.1
2020-02-05 20:30:00,1007.66,-0.91,271.66,-3.82,80.5,5.71,4.6,1.11,2.84,4.56,1287.14,1.25,1.74,197.2,0.0,0.0,0.0,0.0,0.0,11.9,433.0
2020-02-05 20:40:00,1007.73,-0.77,271.79,-3.85,79.5,5.77,4.59,1.18,2.84,4.55,1286.57,0.94,1.32,201.1,0.0,0.0,0.0,0.0,0.0,11.77,428.5
2020-02-05 20:50:00,1007.66,-1.08,271.48,-3.85,81.4,5.64,4.59,1.05,2.84,4.56,1287.97,0.68,1.4,171.7,0.0,0.0,0.0,0.0,0.0,11.64,434.2
2020-02-05 21:00:00,1007.58,-1.13,271.45,-3.66,82.8,5.62,4.66,0.97,2.88,4.62,1288.04,1.15,2.3,179.9,0.0,0.0,0.0,0.0,0.0,11.51,435.7
2020-02-05 21:10:00,1007.51,-1.02,271.56,-3.64,82.3,5.67,4.66,1.0,2.88,4.63,1287.44,1.0,2.0,155.2,0.0,0.0,0.0,0.0,0.0,11.38,435.3
2020-02-05 21:20:00,1007.42,-0.85,271.74,-3.58,81.6,5.74,4.68,1.06,2.9,4.65,1286.49,0.93,1.92,144.2,0.0,0.0,0.0,0.0,0.0,11.27,436.4
2020-02-05 21:30:00,1007.37,-1.13,271.46,-3.69,82.6,5.62,4.65,0.98,2.87,4.61,1287.77,0.87,1.64,195.9,0.0,0.0,0.0,0.0,0.0,11.18,437.6
2020-02-05 21:40:00,1007.23,-1.35,271.25,-3.72,83.8,5.53,4.64,0.9,2.87,4.6,1288.65,1.5,2.4,195.2,0.0,0.0,0.0,0.0,0.0,11.11,437.0
2020-02-05 21:50:00,1007.16,-1.35,271.25,-3.77,83.5,5.53,4.62,0.91,2.86,4.59,1288.58,1.89,2.7,174.4,0.0,0.0,0.0,0.0,0.0,11.06,435.8
2020-02-05 22:00:00,1007.09,-1.39,271.22,-3.71,84.1,5.52,4.64,0.88,2.87,4.61,1288.65,1.11,2.2,176.4,0.0,0.0,0.0,0.0,0.0,11.0,436.7
2020-02-05 22:10:00,1007.09,-1.33,271.29,-3.68,83.9,5.54,4.65,0.89,2.88,4.62,1288.35,0.81,1.9,190.5,0.0,0.0,0.0,0.0,0.0,10.95,436.3
2020-02-05 22:20:00,1007.06,-1.36,271.26,-3.7,84.0,5.53,4.64,0.88,2.87,4.61,1288.46,1.1,2.16,191.4,0.0,0.0,0.0,0.0,0.0,10.9,437.3
2020-02-05 22:30:00,1007.08,-1.45,271.16,-3.74,84.3,5.49,4.63,0.86,2.86,4.6,1288.94,1.11,1.98,191.8,0.0,0.0,0.0,0.0,0.0,10.84,437.6
2020-02-05 22:40:00,1007.09,-1.49,271.12,-3.72,84.7,5.47,4.64,0.84,2.87,4.6,1289.16,1.13,2.2,188.2,0.0,0.0,0.0,0.0,0.0,10.77,437.5
2020-02-05 22:50:00,1007.05,-1.59,271.03,-3.72,85.3,5.44,4.64,0.8,2.87,4.6,1289.54,1.01,1.56,194.0,0.0,0.0,0.0,0.0,0.0,10.7,437.8
2020-02-05 23:00:00,1007.07,-1.56,271.06,-3.67,85.4,5.45,4.65,0.8,2.88,4.62,1289.41,0.73,1.28,190.5,0.0,0.0,0.0,0.0,0.0,10.65,437.7
2020-02-05 23:10:00,1007.07,-1.43,271.18,-3.67,84.6,5.5,4.65,0.85,2.88,4.62,1288.82,0.76,1.36,184.0,0.0,0.0,0.0,0.0,0.0,10.61,438.0
2020-02-05 23:20:00,1007.14,-1.43,271.18,-3.64,84.8,5.5,4.67,0.84,2.89,4.63,1288.88,0.53,1.46,181.8,0.0,0.0,0.0,0.0,0.0,10.58,438.1
2020-02-05 23:30:00,1007.05,-1.39,271.23,-3.66,84.4,5.52,4.66,0.86,2.88,4.62,1288.59,0.59,1.16,171.7,0.0,0.0,0.0,0.0,0.0,10.58,438.1
2020-02-05 23:40:00,1006.96,-1.39,271.23,-3.68,84.3,5.51,4.65,0.87,2.88,4.62,1288.5,1.01,2.2,184.9,0.0,0.0,0.0,0.0,0.0,10.59,438.3
2020-02-05 23:50:00,1006.86,-1.46,271.17,-3.76,84.2,5.49,4.62,0.87,2.86,4.59,1288.7,1.23,1.72,199.8,0.0,0.0,0.0,0.0,0.0,10.59,438.1
2020-02-06 00:00:00,1006.77,-1.46,271.18,-3.78,84.1,5.49,4.62,0.87,2.86,4.58,1288.59,1.22,1.72,200.4,0.0,0.0,0.0,0.0,0.0,10.61,438.3
2020-02-06 00:10:00,1006.68,-1.43,271.21,-3.85,83.5,5.5,4.59,0.91,2.84,4.56,1288.34,1.42,2.22,204.9,0.0,0.0,0.0,0.0,0.0,10.62,438.0
2020-02-06 00:20:00,1006.64,-1.39,271.26,-3.87,83.1,5.52,4.58,0.93,2.84,4.55,1288.12,1.46,2.52,208.4,0.0,0.0,0.0,0.0,0.0,10.63,437.9
2020-02-06 00:30:00,1006.73,-1.37,271.27,-3.85,83.1,5.52,4.59,0.93,2.84,4.56,1288.15,1.12,1.6,208.1,0.0,0.0,0.0,0.0,0.0,10.62,436.9
2020-02-06 00:40:00,1006.71,-1.33,271.31,-3.86,82.8,5.54,4.59,0.95,2.84,4.56,1287.91,0.86,1.28,216.6,0.0,0.0,0.0,0.0,0.0,10.63,437.4
2020-02-06 00:50:00,1006.69,-1.32,271.32,-3.9,82.5,5.54,4.57,0.97,2.83,4.54,1287.86,0.76,1.24,225.6,0.0,0.0,0.0,0.0,0.0,10.62,437.1
2020-02-06 01:00:00,1006.61,-1.26,271.39,-3.95,81.8,5.57,4.55,1.01,2.82,4.52,1287.47,1.1,1.76,226.9,0.0,0.0,0.0,0.0,0.0,10.62,436.5
2020-02-06 01:10:00,1006.53,-1.23,271.43,-4.02,81.2,5.58,4.53,1.05,2.81,4.5,1287.21,1.1,1.52,225.7,0.0,0.0,0.0,0.0,0.0,10.63,435.7
2020-02-06 01:20:00,1006.35,-1.12,271.55,-4.05,80.4,5.63,4.52,1.1,2.8,4.5,1286.49,1.23,1.96,218.9,0.0,0.0,0.0,0.0,0.0,10.63,435.3
2020-02-06 01:30:00,1006.3,-1.05,271.63,-4.11,79.6,5.66,4.5,1.15,2.79,4.47,1286.08,1.3,1.98,220.3,0.0,0.0,0.0,0.0,0.0,10.65,434.7
2020-02-06 01:40:00,1006.21,-0.97,271.71,-4.11,79.1,5.69,4.5,1.19,2.79,4.47,1285.59,1.0,1.44,205.5,0.0,0.0,0.0,0.0,0.0,10.67,434.6
2020-02-06 01:50:00,1006.1,-0.93,271.76,-4.02,79.4,5.71,4.53,1.18,2.81,4.5,1285.25,0.75,1.12,175.1,0.0,0.0,0.0,0.0,0.0,10.7,435.1
2020-02-06 02:00:00,1006.0,-1.01,271.69,-3.9,80.6,5.67,4.57,1.1,2.83,4.55,1285.48,0.71,1.4,164.2,0.0,0.0,0.0,0.0,0.0,10.75,437.6
2020-02-06 02:10:00,1005.95,-1.05,271.65,-3.76,81.7,5.66,4.62,1.04,2.86,4.59,1285.6,0.81,1.8,181.2,0.0,0.0,0.0,0.0,0.0,10.81,438.6
2020-02-06 02:20:00,1005.95,-1.02,271.68,-3.73,81.7,5.67,4.63,1.04,2.87,4.6,1285.45,0.68,1.72,188.8,0.0,0.0,0.0,0.0,0.0,10.87,438.5
2020-02-06 02:30:00,1005.72,-0.92,271.8,-3.76,80.9,5.71,4.62,1.09,2.86,4.59,1284.67,0.75,1.36,215.9,0.0,0.0,0.0,0.0,0.0,10.93,436.9
2020-02-06 02:40:00,1005.53,-0.49,272.24,-3.62,79.3,5.89,4.67,1.22,2.9,4.65,1282.41,0.52,1.28,158.1,0.0,0.0,0.0,0.0,0.0,10.97,437.0
2020-02-06 02:50:00,1005.59,-0.43,272.29,-3.49,79.7,5.92,4.72,1.2,2.92,4.69,1282.19,0.68,1.46,117.5,0.0,0.0,0.0,0.0,0.0,11.02,440.2
2020-02-06 03:00:00,1005.63,-0.69,272.03,-3.45,81.5,5.81,4.73,1.07,2.93,4.71,1283.45,0.66,1.72,112.1,0.0,0.0,0.0,0.0,0.0,11.07,439.2
2020-02-06 03:10:00,1005.54,-0.78,271.95,-3.58,81.2,5.77,4.68,1.08,2.9,4.66,1283.77,0.84,1.4,203.9,0.0,0.0,0.0,0.0,0.0,11.1,438.7
2020-02-06 03:20:00,1005.36,-0.9,271.85,-3.6,81.8,5.72,4.68,1.04,2.9,4.65,1284.09,0.64,1.44,196.2,0.0,0.0,0.0,0.0,0.0,11.13,438.7
2020-02-06 03:30:00,1005.09,-0.96,271.8,-3.68,81.7,5.69,4.65,1.04,2.88,4.63,1284.07,0.99,1.74,198.1,0.0,0.0,0.0,0.0,0.0,11.15,438.3
2020-02-06 03:40:00,1004.97,-0.88,271.89,-3.6,81.7,5.73,4.68,1.05,2.9,4.65,1283.53,0.79,1.64,141.2,0.0,0.0,0.0,0.0,0.0,11.15,438.8
2020-02-06 03:50:00,1004.75,-0.93,271.86,-3.63,81.8,5.71,4.67,1.04,2.89,4.64,1283.48,0.65,1.4,170.3,0.0,0.0,0.0,0.0,0.0,11.13,438.6
2020-02-06 04:00:00,1004.63,-0.91,271.89,-3.63,81.7,5.71,4.67,1.05,2.89,4.65,1283.24,1.0,1.8,177.8,0.0,0.0,0.0,0.0,0.0,11.08,438.4
2020-02-06 04:10:00,1004.5,-0.86,271.95,-3.57,81.8,5.73,4.69,1.04,2.91,4.67,1282.83,0.64,1.44,182.5,0.0,0.0,0.0,0.0,0.0,11.02,438.6
2020-02-06 04:20:00,1004.43,-0.89,271.93,-3.59,81.8,5.72,4.68,1.04,2.9,4.66,1282.87,0.57,1.48,195.2,0.0,0.0,0.0,0.0,0.0,10.97,438.3
2020-02-06 04:30:00,1004.24,-0.84,271.99,-3.51,82.0,5.74,4.71,1.03,2.92,4.69,1282.39,0.82,1.88,164.5,0.0,0.0,0.0,0.0,0.0,10.94,437.3
2020-02-06 04:40:00,1004.19,-0.73,272.11,-3.45,81.7,5.79,4.73,1.06,2.94,4.71,1281.77,1.09,1.72,161.2,0.0,0.0,0.0,0.0,0.0,10.93,436.5
2020-02-06 04:50:00,1004.1,-0.59,272.25,-3.32,81.7,5.85,4.78,1.07,2.97,4.76,1281.02,0.48,0.96,176.5,0.0,0.0,0.0,0.0,0.0,10.91,436.3
2020-02-06 05:00:00,1004.01,-0.41,272.43,-3.17,81.5,5.93,4.83,1.1,3.0,4.81,1280.02,0.51,0.88,185.5,0.0,0.0,0.0,0.0,0.0,10.89,436.6
2020-02-06 05:10:00,1004.01,-0.29,272.56,-3.15,80.9,5.98,4.84,1.14,3.0,4.82,1279.42,0.51,0.78,192.8,0.0,0.0,0.0,0.0,0.0,10.85,434.5
2020-02-06 05:20:00,1004.05,-0.14,272.71,-3.04,80.7,6.05,4.88,1.17,3.03,4.86,1278.74,0.73,1.2,194.9,0.0,0.0,0.0,0.0,0.0,10.8,433.5
2020-02-06 05:30:00,1004.08,-0.49,272.35,-3.33,81.0,5.89,4.77,1.12,2.96,4.75,1280.5,0.97,1.64,166.1,0.0,0.0,0.0,0.0,0.0,10.76,438.3
2020-02-06 05:40:00,1004.01,-0.73,272.12,-3.31,82.6,5.79,4.78,1.01,2.97,4.76,1281.54,0.55,1.24,173.6,0.0,0.0,0.0,0.0,0.0,10.73,438.4
2020-02-06 05:50:00,1003.92,-0.78,272.08,-3.3,82.9,5.77,4.78,0.99,2.97,4.77,1281.63,0.53,1.14,156.6,0.0,0.0,0.0,0.0,0.0,10.72,439.3
2020-02-06 06:00:00,1003.88,-0.69,272.17,-3.19,83.1,5.81,4.83,0.98,3.0,4.81,1281.15,0.48,1.02,141.3,0.0,0.0,0.0,0.0,0.0,10.68,441.3
2020-02-06 06:10:00,1003.99,-0.67,272.18,-3.15,83.2,5.82,4.84,0.98,3.0,4.82,1281.18,1.02,2.0,145.0,0.0,0.0,0.0,0.0,0.0,10.64,442.0
2020-02-06 06:20:00,1003.81,0.18,273.05,-2.31,83.2,6.19,5.15,1.04,3.2,5.13,1276.81,1.59,4.17,256.3,0.0,0.0,0.0,0.0,0.0,10.63,435.7
2020-02-06 06:30:00,1003.71,0.92,273.79,-2.04,80.5,6.53,5.26,1.27,3.26,5.24,1273.19,1.06,3.05,236.3,0.0,0.0,0.0,0.0,0.0,10.64,434.0
2020-02-06 06:40:00,1003.69,1.42,274.29,-1.82,78.9,6.77,5.34,1.43,3.32,5.32,1270.83,1.92,3.93,267.5,0.0,0.0,0.0,0.0,0.0,10.69,430.8
2020-02-06 06:50:00,1003.65,1.6,274.47,-1.82,77.9,6.86,5.34,1.52,3.32,5.32,1269.95,1.48,3.71,249.3,0.0,0.0,0.0,0.0,0.0,10.76,429.9
2020-02-06 07:00:00,1003.55,1.55,274.43,-1.9,77.7,6.84,5.31,1.52,3.3,5.29,1270.05,1.73,3.57,254.6,0.0,0.0,0.0,0.0,0.0,10.85,429.5
2020-02-06 07:10:00,1003.49,1.49,274.38,-1.95,77.8,6.8,5.29,1.51,3.29,5.27,1270.28,1.72,4.89,252.9,0.0,0.0,0.0,0.0,0.0,10.92,429.6
2020-02-06 07:20:00,1003.51,1.44,274.32,-2.01,77.7,6.78,5.27,1.51,3.27,5.25,1270.55,1.77,3.69,257.5,0.0,0.0,0.0,0.0,0.0,10.97,429.4
2020-02-06 07:30:00,1003.47,1.35,274.24,-2.06,77.9,6.74,5.25,1.49,3.26,5.23,1270.92,1.97,3.45,253.7,0.0,0.0,0.0,0.0,1.93,10.99,429.1
2020-02-06 07:40:00,1003.57,1.31,274.19,-2.08,78.0,6.72,5.24,1.48,3.25,5.22,1271.23,1.73,3.61,265.9,0.0,0.0,0.0,3.28,5.02,10.99,428.8
2020-02-06 07:50:00,1003.93,1.32,274.17,-2.06,78.1,6.72,5.25,1.47,3.26,5.23,1271.66,0.74,1.68,277.8,0.0,0.0,1.01,8.11,11.78,10.98,428.4
2020-02-06 08:00:00,1004.01,1.37,274.21,-2.03,78.0,6.74,5.26,1.48,3.27,5.24,1271.51,0.81,2.56,242.6,0.0,0.0,3.62,16.22,21.04,10.97,428.4
2020-02-06 08:10:00,1004.1,1.38,274.21,-2.02,78.0,6.75,5.26,1.48,3.27,5.24,1271.59,1.13,2.93,236.6,0.0,0.0,7.65,26.83,33.78,10.98,428.1
2020-02-06 08:20:00,1004.0,1.44,274.29,-1.96,78.0,6.78,5.29,1.49,3.28,5.27,1271.14,1.54,3.73,238.9,0.0,0.0,13.28,40.73,46.33,11.03,427.9
2020-02-06 08:30:00,1004.0,1.55,274.4,-1.88,77.8,6.83,5.32,1.52,3.3,5.3,1270.62,1.57,2.81,245.2,0.0,0.0,21.13,55.79,60.42,11.1,427.6
2020-02-06 08:40:00,1004.1,1.66,274.5,-1.83,77.5,6.89,5.34,1.55,3.31,5.32,1270.22,1.41,3.09,238.4,0.0,0.0,26.76,66.99,74.32,11.17,427.5
2020-02-06 08:50:00,1004.13,1.69,274.52,-1.79,77.6,6.9,5.36,1.55,3.32,5.33,1270.14,0.91,1.88,194.6,0.0,0.0,34.61,79.15,84.17,11.26,431.5
2020-02-06 09:00:00,1004.17,1.76,274.6,-1.68,77.8,6.94,5.4,1.54,3.35,5.38,1269.82,1.03,1.76,158.7,0.0,0.0,34.21,74.9,83.2,11.37,434.2
2020-02-06 09:10:00,1004.2,1.94,274.77,-1.56,77.5,7.03,5.45,1.58,3.38,5.43,1269.0,1.1,1.8,104.4,0.0,0.0,29.58,65.25,71.43,11.52,434.5
2020-02-06 09:20:00,1004.26,2.26,275.09,-1.46,76.3,7.19,5.49,1.7,3.41,5.47,1267.58,0.57,1.7,83.1,0.0,0.0,32.39,71.24,73.36,11.72,430.5
2020-02-06 09:30:00,1004.2,2.55,275.38,-1.32,75.5,7.34,5.54,1.8,3.44,5.52,1266.16,0.74,2.16,142.0,0.0,0.0,34.41,75.48,84.56,11.93,430.2
2020-02-06 09:40:00,1004.08,2.57,275.41,-1.28,75.6,7.35,5.56,1.79,3.45,5.54,1265.9,0.59,1.8,166.4,0.0,0.0,39.64,87.64,89.58,12.16,431.8
2020-02-06 09:50:00,1004.24,2.6,275.43,-1.22,75.8,7.37,5.59,1.78,3.47,5.56,1265.96,0.78,1.64,86.1,0.0,0.0,37.83,83.78,90.93,12.39,432.1
2020-02-06 10:00:00,1004.43,2.78,275.59,-1.14,75.3,7.46,5.62,1.84,3.49,5.6,1265.36,0.41,0.86,180.1,0.0,0.0,34.41,77.41,80.5,12.62,429.0
2020-02-06 10:10:00,1004.49,2.89,275.7,-1.12,74.8,7.52,5.63,1.9,3.49,5.6,1264.91,0.52,1.28,202.4,0.0,0.0,39.03,87.64,93.44,12.85,428.1
2020-02-06 10:20:00,1004.54,2.81,275.61,-1.14,75.1,7.48,5.62,1.86,3.49,5.59,1265.35,0.65,1.22,182.9,0.0,0.0,43.46,97.49,108.11,13.06,428.9
